name,gender,medal_type,country,event,discipline,url
ROGGENSACK Olaf,Male,Silver ,Germany,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1331597-roggensack-olaf.htm
BUGAJSKI Josh,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444659-bugajski-josh.htm
DAWSON Jacob,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444676-dawson-jacob.htm
ELWES Charles,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444679-elwes-charles.htm
FIELDMAN Henry,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444680-fieldman-henry.htm
FORD Tom,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444682-ford-tom.htm
GEORGE Tom,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444684-george-tom.htm
RUDKIN James,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444709-rudkin-james.htm
SBIHI Mohamed,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444710-sbihi-mohamed.htm
WYNNE-GRIFFITH Oliver,Male,Bronze ,Great Britain,Men's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1444720-wynne-griffith-oliver.htm
NTOUSKOS Stefanos,Male,Gold ,Greece,Men's Single Sculls,Rowing,../../../en/results/rowing/athlete-profile-n1450133-ntouskos-stefanos.htm
BORCH Kjetil,Male,Silver ,Norway,Men's Single Sculls,Rowing,../../../en/results/rowing/athlete-profile-n1346303-borch-kjetil.htm
MARTIN Damir,Male,Bronze ,Croatia,Men's Single Sculls,Rowing,../../../en/results/rowing/athlete-profile-n1456334-martin-damir.htm
GRAINGER Susanne,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433261-grainger-susanne.htm
GRUCHALLA-WESIERSKI Kasia,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433263-gruchalla-wesierski-kasia.htm
KIT Kristen,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433269-kit-kristen.htm
MAILEY Madison,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433273-mailey-madison.htm
PAYNE Sydney,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433278-payne-sydney.htm
PROSKE Andrea,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433279-proske-andrea.htm
ROMAN Lisa,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433280-roman-lisa.htm
ROPER Christine,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433281-roper-christine.htm
WASTENEYS Avalon,Female,Gold ,Canada,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1433288-wasteneys-avalon.htm
DYKE Emma,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462919-dyke-emma.htm
GOWLER Jackie,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462922-gowler-jackie.htm
GOWLER Kerri,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462923-gowler-kerri.htm
BEVAN Kelsey,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462909-bevan-kelsey.htm
PRENDERGAST Grace,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462962-prendergast-grace.htm
ROSS Beth,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462965-ross-beth.htm
SHEPHERD Caleb,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462971-shepherd-caleb.htm
SPOORS Lucy,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462975-spoors-lucy.htm
GREENSLADE Ella,Female,Silver ,New Zealand,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1462925-greenslade-ella.htm
ZHANG Min,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1313073-zhang-min.htm
GUO Linlin,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1310283-guo-linlin.htm
JU Rui,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1311476-ju-rui.htm
LI Jingjing,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1311484-li-jingjing.htm
MIAO Tian,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1311574-miao-tian.htm
WANG Yuwei,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1312997-wang-yuwei.htm
WANG Zifeng,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1313002-wang-zifeng.htm
XU Fei,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1313011-xu-fei.htm
ZHANG Dechang,Female,Bronze ,People's Republic of China,Women's Eight,Rowing,../../../en/results/rowing/athlete-profile-n1313055-zhang-dechang.htm
TWIGG Emma,Female,Gold ,New Zealand,Women's Single Sculls,Rowing,../../../en/results/rowing/athlete-profile-n1462981-twigg-emma.htm
PRAKATSEN Hanna,Female,Silver ,ROC,Women's Single Sculls,Rowing,../../../en/results/rowing/athlete-profile-n1435257-prakatsen-hanna.htm
LOBNIG Magdalena,Female,Bronze ,Austria,Women's Single Sculls,Rowing,../../../en/results/rowing/athlete-profile-n1331024-lobnig-magdalena.htm
BATSARASHKINA Vitalina,Female,Gold ,ROC,25m Pistol Women,Shooting,../../../en/results/shooting/athlete-profile-n1428779-batsarashkina-vitalina.htm
KIM Minjung,Female,Silver ,Republic of Korea,25m Pistol Women,Shooting,../../../en/results/shooting/athlete-profile-n1318843-kim-minjung.htm
XIAO Jiaruixuan,Female,Bronze ,People's Republic of China,25m Pistol Women,Shooting,../../../en/results/shooting/athlete-profile-n1407499-xiao-jiaruixuan.htm
RYLOV Evgeny,Male,Gold ,ROC,Men's 200m Backstroke,Swimming,../../../en/results/swimming/athlete-profile-n1431532-rylov-evgeny.htm
MURPHY Ryan,Male,Silver ,United States of America,Men's 200m Backstroke,Swimming,../../../en/results/swimming/athlete-profile-n1302446-murphy-ryan.htm
GREENBANK Luke,Male,Bronze ,Great Britain,Men's 200m Backstroke,Swimming,../../../en/results/swimming/athlete-profile-n1444169-greenbank-luke.htm
WANG Shun,Male,Gold ,People's Republic of China,Men's 200m Individual Medley,Swimming,../../../en/results/swimming/athlete-profile-n1310325-wang-shun.htm
SCOTT Duncan,Male,Silver ,Great Britain,Men's 200m Individual Medley,Swimming,../../../en/results/swimming/athlete-profile-n1444193-scott-duncan.htm
DESPLANCHES Jeremy,Male,Bronze ,Switzerland,Men's 200m Individual Medley,Swimming,../../../en/results/swimming/athlete-profile-n1465527-desplanches-jeremy.htm
McKEON Emma,Female,Gold ,Australia,Women's 100m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1482869-mckeon-emma.htm
HAUGHEY Siobhan Bernadette,Female,Silver ,"Hong Kong, China",Women's 100m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1419400-haughey-siobhan-bernadette.htm
CAMPBELL Cate,Female,Bronze ,Australia,Women's 100m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1482861-campbell-cate.htm
SCHOENMAKER Tatjana,Female,Gold ,South Africa,Women's 200m Breaststroke,Swimming,../../../en/results/swimming/athlete-profile-n1323390-schoenmaker-tatjana.htm
KING Lilly,Female,Silver ,United States of America,Women's 200m Breaststroke,Swimming,../../../en/results/swimming/athlete-profile-n1302307-king-lilly.htm
LAZOR Annie,Female,Bronze ,United States of America,Women's 200m Breaststroke,Swimming,../../../en/results/swimming/athlete-profile-n1302224-lazor-annie.htm
MA Long,Male,Gold ,People's Republic of China,Men's Singles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1321054-ma-long.htm
FAN Zhendong,Male,Silver ,People's Republic of China,Men's Singles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1321133-fan-zhendong.htm
OVTCHAROV Dimitrij,Male,Bronze ,Germany,Men's Singles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1321084-ovtcharov-dimitrij.htm
MEKTIC Nikola,Male,Gold ,Croatia,Men's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1383850-mektic-nikola.htm
PAVIC Mate,Male,Gold ,Croatia,Men's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1383852-pavic-mate.htm
CILIC Marin,Male,Silver ,Croatia,Men's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1388487-cilic-marin.htm
DODIG Ivan,Male,Silver ,Croatia,Men's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1383847-dodig-ivan.htm
DANIELL Marcus,Male,Bronze ,New Zealand,Men's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1464971-daniell-marcus.htm
VENUS Michael,Male,Bronze ,New Zealand,Men's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1464977-venus-michael.htm
ZHU Xueying,Female,Gold ,People's Republic of China,Women,Trampoline Gymnastics,../../../en/results/trampoline-gymnastics/athlete-profile-n1310396-zhu-xueying.htm
LIU Lingling,Female,Silver ,People's Republic of China,Women,Trampoline Gymnastics,../../../en/results/trampoline-gymnastics/athlete-profile-n1310394-liu-lingling.htm
PAGE Bryony,Female,Bronze ,Great Britain,Women,Trampoline Gymnastics,../../../en/results/trampoline-gymnastics/athlete-profile-n1467539-page-bryony.htm
GAZOZ Mete,Male,Gold ,Turkey,Men's Individual,Archery,../../../en/results/archery/athlete-profile-n1321950-gazoz-mete.htm
NESPOLI Mauro,Male,Silver ,Italy,Men's Individual,Archery,../../../en/results/archery/athlete-profile-n1413336-nespoli-mauro.htm
FURUKAWA Takaharu,Male,Bronze ,Japan,Men's Individual,Archery,../../../en/results/archery/athlete-profile-n1313434-furukawa-takaharu.htm
HOLUB-KOWALIK Malgorzata,Mixed,Gold ,Poland,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1382451-holub-kowalik-malgorzata.htm
KACZMAREK Natalia,Mixed,Gold ,Poland,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1324446-kaczmarek-natalia.htm
BAUMGART-WITAN Iga,Mixed,Gold ,Poland,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1324477-baumgart-witan-iga.htm
SWIETY-ERSETIC Justyna,Mixed,Gold ,Poland,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1324419-swiety-ersetic-justyna.htm
DUSZYNSKI Kajetan,Mixed,Gold ,Poland,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1324420-duszynski-kajetan.htm
ZALEWSKI Karol,Mixed,Gold ,Poland,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1324422-zalewski-karol.htm
KOWALUK Dariusz,Mixed,Gold ,Poland,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1324407-kowaluk-dariusz.htm
OGANDO Alexander,Mixed,Silver ,Dominican Republic,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1721236-ogando-alexander.htm
SANTOS Luguelin,Mixed,Silver ,Dominican Republic,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1388945-santos-luguelin.htm
FELIZ Lidio Andres,Mixed,Silver ,Dominican Republic,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1388951-feliz-lidio-andres.htm
PAULINO Marileidy,Mixed,Silver ,Dominican Republic,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1388966-paulino-marileidy.htm
MEDINA VENTURA Anabel,Mixed,Silver ,Dominican Republic,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1388967-medina-ventura-anabel.htm
GODWIN Elija,Mixed,Bronze ,United States of America,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1878055-godwin-elija.htm
DEADMON Bryce,Mixed,Bronze ,United States of America,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1453059-deadmon-bryce.htm
ELLIS Kendall,Mixed,Bronze ,United States of America,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1458420-ellis-kendall.htm
WHITNEY Kaylin,Mixed,Bronze ,United States of America,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1458409-whitney-kaylin.htm
STEWART Trevor,Mixed,Bronze ,United States of America,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1459077-stewart-trevor.htm
MANSON Taylor,Mixed,Bronze ,United States of America,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1459034-manson-taylor.htm
IRBY Lynna,Mixed,Bronze ,United States of America,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1470823-irby-lynna.htm
NORWOOD Vernon,Mixed,Bronze ,United States of America,4 x 400m Relay Mixed,Athletics,../../../en/results/athletics/athlete-profile-n1459111-norwood-vernon.htm
STAHL Daniel,Male,Gold ,Sweden,Men's Discus Throw,Athletics,../../../en/results/athletics/athlete-profile-n1449190-stahl-daniel.htm
PETTERSSON Simon,Male,Silver ,Sweden,Men's Discus Throw,Athletics,../../../en/results/athletics/athlete-profile-n1449254-pettersson-simon.htm
WEISSHAIDINGER Lukas,Male,Bronze ,Austria,Men's Discus Throw,Athletics,../../../en/results/athletics/athlete-profile-n1331008-weisshaidinger-lukas.htm
THOMPSON-HERAH Elaine,Female,Gold ,Jamaica,Women's 100m,Athletics,../../../en/results/athletics/athlete-profile-n1412290-thompson-herah-elaine.htm
FRASER-PRYCE Shelly-Ann,Female,Silver ,Jamaica,Women's 100m,Athletics,../../../en/results/athletics/athlete-profile-n1437353-fraser-pryce-shelly-ann.htm
JACKSON Shericka,Female,Bronze ,Jamaica,Women's 100m,Athletics,../../../en/results/athletics/athlete-profile-n1437545-jackson-shericka.htm
WANG Chi-Lin,Male,Gold ,Chinese Taipei,Men's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1324742-wang-chi-lin.htm
LEE Yang,Male,Gold ,Chinese Taipei,Men's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1324745-lee-yang.htm
LI Jun Hui,Male,Silver ,People's Republic of China,Men's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1349530-li-jun-hui.htm
LIU Yu Chen,Male,Silver ,People's Republic of China,Men's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1349540-liu-yu-chen.htm
CHIA Aaron,Male,Bronze ,Malaysia,Men's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1470683-chia-aaron.htm
SOH Wooi Yik,Male,Bronze ,Malaysia,Men's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1470723-soh-wooi-yik.htm
TESTA Irma,Female,Bronze ,Italy,Women's Feather (54-57kg),Boxing,../../../en/results/boxing/athlete-profile-n1400154-testa-irma.htm
ARTINGSTALL Karriss,Female,Bronze ,Great Britain,Women's Feather (54-57kg),Boxing,../../../en/results/boxing/athlete-profile-n1443243-artingstall-karriss.htm
POZDNIAKOVA Sofia,Female,Gold ,ROC,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1428153-pozdniakova-sofia.htm
NIKITINA Olga,Female,Gold ,ROC,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1428154-nikitina-olga.htm
VELIKAYA Sofya,Female,Gold ,ROC,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1428151-velikaya-sofya.htm
BALZER Sara,Female,Silver ,France,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1351053-balzer-sara.htm
BERDER Cecilia,Female,Silver ,France,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1351054-berder-cecilia.htm
BRUNET Manon,Female,Silver ,France,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1351055-brunet-manon.htm
LEMBACH Charlotte,Female,Silver ,France,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1351056-lembach-charlotte.htm
KIM Jiyeon,Female,Bronze ,Republic of Korea,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1335680-kim-jiyeon.htm
YOON Jisu,Female,Bronze ,Republic of Korea,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1335682-yoon-jisu.htm
SEO Jiyeon,Female,Bronze ,Republic of Korea,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1335686-seo-jiyeon.htm
CHOI Sooyeon,Female,Bronze ,Republic of Korea,Women's Sabre Team,Fencing,../../../en/results/fencing/athlete-profile-n1335695-choi-sooyeon.htm
BUCHARD Amandine,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403693-buchard-amandine.htm
RINER Teddy,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403689-riner-teddy.htm
le BLOUCH Kilian,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403682-le-blouch-kilian.htm
CHAINE Guillaume,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403683-chaine-guillaume.htm
CLERGET Axel,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403685-clerget-axel.htm
IDDIR Alexandre,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403687-iddir-alexandre.htm
DICKO Romane,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403706-dicko-romane.htm
MALONGA Madeleine,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403700-malonga-madeleine.htm
AGBEGNENOU Clarisse,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403697-agbegnenou-clarisse.htm
PINOT Margaux,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403699-pinot-margaux.htm
CYSIQUE Sarah Leonie,Mixed,Gold ,France,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1403695-cysique-sarah-leonie.htm
ABE Uta,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315319-abe-uta.htm
ARAI Chizuru,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315327-arai-chizuru.htm
YOSHIDA Tsukasa,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315322-yoshida-tsukasa.htm
TASHIRO Miku,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315324-tashiro-miku.htm
SONE Akira,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315332-sone-akira.htm
HARASAWA Hisayoshi,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315335-harasawa-hisayoshi.htm
HAMADA Shori,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315330-hamada-shori.htm
NAGASE Takanori,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315342-nagase-takanori.htm
WOLF Aaron,Mixed,Silver ,Japan,Mixed Team,Judo,../../../en/results/judo/athlete-profile-n1315337-wolf-aaron.htm
