name,gender,country,country_code,discipline,url,name_length
SONG Jiayuan,Female,People's Republic of China,CHN,Athletics,../../../en/results/athletics/athlete-profile-n1304480-song-jiayuan.htm,12
SONG Jong-Ho,Male,Republic of Korea,KOR,Shooting,../../../en/results/shooting/athlete-profile-n1318913-song-jong-ho.htm,12
SONG Minkyu,Male,Republic of Korea,KOR,Football,../../../en/results/football/athlete-profile-n1342229-song-minkyu.htm,11
SONG Sera,Female,Republic of Korea,KOR,Fencing,../../../en/results/fencing/athlete-profile-n1335677-song-sera.htm,9
SONG Yiling,Female,People's Republic of China,CHN,Sport Climbing,../../../en/results/sport-climbing/athlete-profile-n1317610-song-yiling.htm,11
SONNETT Emily,Female,United States of America,USA,Football,../../../en/results/football/athlete-profile-n1332201-sonnett-emily.htm,13
SONNTAG Julia,,Germany,GER,,../../../en/results/hockey/athlete-profile-n1319520-sonntag-julia.htm,13
SONODA Keigo,Male,Japan,JPN,Badminton,../../../en/results/badminton/athlete-profile-n1313479-sonoda-keigo.htm,12
SOO Wai Yam Minnie,Female,"Hong Kong, China",HKG,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1407909-soo-wai-yam-minnie.htm,18
SORM Patrik,Male,Czech Republic,CZE,Athletics,../../../en/results/athletics/athlete-profile-n1408158-sorm-patrik.htm,11
SOROKAITE Indre,Female,Italy,ITA,Volleyball,../../../en/results/volleyball/athlete-profile-n1337725-sorokaite-indre.htm,15
SOROKINA Darya,Female,Azerbaijan,AZE,Rhythmic Gymnastics,../../../en/results/rhythmic-gymnastics/athlete-profile-n1340923-sorokina-darya.htm,14
SORONZONBOLD Battsetseg,Female,Mongolia,MGL,Wrestling,../../../en/results/wrestling/athlete-profile-n1318397-soronzonbold-battsetseg.htm,23
SORRENTINO Giordana,Female,Italy,ITA,Boxing,../../../en/results/boxing/athlete-profile-n1450864-sorrentino-giordana.htm,19
SORRIBES TORMO Sara,Female,Spain,ESP,Tennis,../../../en/results/tennis/athlete-profile-n1311675-sorribes-tormo-sara.htm,19
SORSBY Thomas,Male,Great Britain,GBR,Hockey,../../../en/results/hockey/athlete-profile-n1444619-sorsby-thomas.htm,13
SORUM Christian Sandlie,Male,Norway,NOR,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1343609-sorum-christian-sandlie.htm,23
SOTERO Alice,Female,Italy,ITA,Modern Pentathlon,../../../en/results/modern-pentathlon/athlete-profile-n1304194-sotero-alice.htm,12
SOTO ABRIL Ana Waleska,Female,Guatemala,GUA,Shooting,../../../en/results/shooting/athlete-profile-n1288886-soto-abril-ana-waleska.htm,22
SOTO CAMPOS Catalina Anais,Female,Chile,CHI,Cycling Road,../../../en/results/cycling-road/athlete-profile-n1364503-soto-campos-catalina-anais.htm,26
SOTO Manuel Esteban,Male,Colombia,COL,Athletics,../../../en/results/athletics/athlete-profile-n1411007-soto-manuel-esteban.htm,19
SOTOMAYOR COLLAZO Lorenzo,Male,Azerbaijan,AZE,Boxing,../../../en/results/boxing/athlete-profile-n1436382-sotomayor-collazo-lorenzo.htm,25
SOTOMAYOR Nikte Alejandra,Female,Guatemala,GUA,Badminton,../../../en/results/badminton/athlete-profile-n1478429-sotomayor-nikte-alejandra.htm,25
SOTTILE Stefano,Male,Italy,ITA,Athletics,../../../en/results/athletics/athlete-profile-n1297279-sottile-stefano.htm,15
SOUDI Mathis,Male,Morocco,MAR,Canoe Slalom,../../../en/results/canoe-slalom/athlete-profile-n1377325-soudi-mathis.htm,12
SOULEIMAN Ayanleh,Male,Djibouti,DJI,Athletics,../../../en/results/athletics/athlete-profile-n1283519-souleiman-ayanleh.htm,17
SOUSA Catarina,Female,Angola,ANG,Swimming,../../../en/results/swimming/athlete-profile-n1429282-sousa-catarina.htm,14
SOUSA Graziele,Female,Brazil,BRA,Boxing,../../../en/results/boxing/athlete-profile-n1320481-sousa-graziele.htm,14
SOUSA Hebert,Male,Brazil,BRA,Boxing,../../../en/results/boxing/athlete-profile-n1320482-sousa-hebert.htm,12
SOUSA Helena,Female,Angola,ANG,Handball,../../../en/results/handball/athlete-profile-n1444114-sousa-helena.htm,12
SOUSA Joao,Male,Portugal,POR,Tennis,../../../en/results/tennis/athlete-profile-n1451018-sousa-joao.htm,10
SOUSA Pedro,Male,Portugal,POR,Tennis,../../../en/results/tennis/athlete-profile-n1451019-sousa-pedro.htm,11
SOUTA Vagner Junior,Male,Brazil,BRA,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1329201-souta-vagner-junior.htm,19
SOUTTAR Harry,Male,Australia,AUS,Football,../../../en/results/football/athlete-profile-n1482656-souttar-harry.htm,13
SOUWER Anna Sarah Sophie,,Netherlands,NED,,../../../en/results/rowing/athlete-profile-n1476578-souwer-anna-sarah-sophie.htm,24
SOUZA Alan,,Brazil,BRA,,../../../en/results/volleyball/athlete-profile-n1353793-souza-alan.htm,10
SOUZA Caio,Male,Brazil,BRA,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1335230-souza-caio.htm,10
SOUZA FILHO Isaac,Male,Brazil,BRA,Diving,../../../en/results/diving/athlete-profile-n1329002-souza-filho-isaac.htm,17
SOUZA Ricardo Lucarelli,Male,Brazil,BRA,Volleyball,../../../en/results/volleyball/athlete-profile-n1353875-souza-ricardo-lucarelli.htm,23
SOYIZWAPI Siviwe,Male,South Africa,RSA,Rugby Sevens,../../../en/results/rugby-sevens/athlete-profile-n1284802-soyizwapi-siviwe.htm,16
SOZONOV Ivan,Male,ROC,ROC,Badminton,../../../en/results/badminton/athlete-profile-n1350244-sozonov-ivan.htm,12
SOZONOVA Nadezhda,Female,ROC,ROC,Rugby Sevens,../../../en/results/rugby-sevens/athlete-profile-n1408458-sozonova-nadezhda.htm,17
SOZYKIN Pavel,Male,ROC,ROC,Sailing,../../../en/results/sailing/athlete-profile-n1435634-sozykin-pavel.htm,13
SPAIC Vladan,Male,Montenegro,MNE,Water Polo,../../../en/results/water-polo/athlete-profile-n1308557-spaic-vladan.htm,12
SPAJARI Pedro,Male,Brazil,BRA,Swimming,../../../en/results/swimming/athlete-profile-n1330270-spajari-pedro.htm,13
SPANAKI Ariadne Paraskevi,Female,Greece,GRE,Sailing,../../../en/results/sailing/athlete-profile-n1454466-spanaki-ariadne-paraskevi.htm,25
SPANOUDAKI Rafalia,Female,Greece,GRE,Athletics,../../../en/results/athletics/athlete-profile-n1449891-spanoudaki-rafalia.htm,18
SPANOVIC Ivana,Female,Serbia,SRB,Athletics,../../../en/results/athletics/athlete-profile-n1344841-spanovic-ivana.htm,14
SPAULDING Delaney,Female,United States of America,USA,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310029-spaulding-delaney.htm,17
SPELMEYER-PREUSS Ruth Sophia,Female,Germany,GER,Athletics,../../../en/results/athletics/athlete-profile-n1347216-spelmeyer-preuss-ruth-sophia.htm,28
SPENCER Levern,Female,Saint Lucia,LCA,Athletics,../../../en/results/athletics/athlete-profile-n1341790-spencer-levern.htm,14
SPENDOLINI SIRIEIX Andrea,Female,Great Britain,GBR,Diving,../../../en/results/diving/athlete-profile-n1444134-spendolini-sirieix-andrea.htm,25
SPESIVTSEV Maxim,Male,ROC,ROC,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1428014-spesivtsev-maxim.htm,16
SPIES Jean,Male,South Africa,RSA,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1304953-spies-jean.htm,10
SPILKOVA Klara,Female,Czech Republic,CZE,Golf,../../../en/results/golf/athlete-profile-n1414375-spilkova-klara.htm,14
SPIRIG Nicola,Female,Switzerland,SUI,Triathlon,../../../en/results/triathlon/athlete-profile-n1466376-spirig-nicola.htm,13
SPISSU Marco,Male,Italy,ITA,Basketball,../../../en/results/basketball/athlete-profile-n1347981-spissu-marco.htm,12
SPONCIL Sarah,Female,United States of America,USA,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1331945-sponcil-sarah.htm,13
SPOONER Nicholas Balfour,Male,South Africa,RSA,Hockey,../../../en/results/hockey/athlete-profile-n1340389-spooner-nicholas-balfour.htm,24
SPOORS Lucy,Female,New Zealand,NZL,Rowing,../../../en/results/rowing/athlete-profile-n1462975-spoors-lucy.htm,11
SPOTAKOVA Barbora,Female,Czech Republic,CZE,Athletics,../../../en/results/athletics/athlete-profile-n1408160-spotakova-barbora.htm,17
SPOTAKOVA Jana,Female,Slovakia,SVK,Shooting,../../../en/results/shooting/athlete-profile-n1379862-spotakova-jana.htm,14
SPRATT Amanda,Female,Australia,AUS,Cycling Road,../../../en/results/cycling-road/athlete-profile-n1333467-spratt-amanda.htm,13
SPRINGSTEEN Jessica,Female,United States of America,USA,Equestrian,../../../en/results/equestrian/athlete-profile-n1451492-springsteen-jessica.htm,19
SPRUNGER Lea,Female,Switzerland,SUI,Athletics,../../../en/results/athletics/athlete-profile-n1466378-sprunger-lea.htm,12
SPYCHAKOV Katy,Female,Israel,ISR,Sailing,../../../en/results/sailing/athlete-profile-n1280334-spychakov-katy.htm,14
SQUIRES Tom,Male,Great Britain,GBR,Sailing,../../../en/results/sailing/athlete-profile-n1468374-squires-tom.htm,11
SRBIC Tin,Male,Croatia,CRO,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1325266-srbic-tin.htm,9
SREESHANKAR,Male,India,IND,Athletics,../../../en/results/athletics/athlete-profile-n1305620-sreeshankar.htm,11
SRESTHAPORN Savate,Male,Thailand,THA,Shooting,../../../en/results/shooting/athlete-profile-n1474327-sresthaporn-savate.htm,18
SRISA - ARD Jenjira,Female,Thailand,THA,Swimming,../../../en/results/swimming/athlete-profile-n1477232-srisa-ard-jenjira.htm,19
SSEMUJJU Kavuma David,Male,Uganda,UGA,Boxing,../../../en/results/boxing/athlete-profile-n1451048-ssemujju-kavuma-david.htm,21
ST. FORT Khalifa,Female,Trinidad and Tobago,TTO,Athletics,../../../en/results/athletics/athlete-profile-n1469868-st-fort-khalifa.htm,16
ST. HILLAIRE Dwight,Male,Trinidad and Tobago,TTO,Athletics,../../../en/results/athletics/athlete-profile-n1469872-st-hillaire-dwight.htm,19
STACCHIOTTI Raphael,Male,Luxembourg,LUX,Swimming,../../../en/results/swimming/athlete-profile-n1312497-stacchiotti-raphael.htm,19
STACH Aleksandra,Female,Poland,POL,Canoe Slalom,../../../en/results/canoe-slalom/athlete-profile-n1317122-stach-aleksandra.htm,16
STACH Anton,Male,Germany,GER,Football,../../../en/results/football/athlete-profile-n1887521-stach-anton.htm,11
STADLER Alexander,Male,Germany,GER,Hockey,../../../en/results/hockey/athlete-profile-n1319545-stadler-alexander.htm,17
STADNIK Mariya,Female,Azerbaijan,AZE,Wrestling,../../../en/results/wrestling/athlete-profile-n1435841-stadnik-mariya.htm,14
STAEBLER Frank,Male,Germany,GER,Wrestling,../../../en/results/wrestling/athlete-profile-n1334849-staebler-frank.htm,14
STAEHLI Julie-Anne,Female,Canada,CAN,Athletics,../../../en/results/athletics/athlete-profile-n1432653-staehli-julie-anne.htm,18
STAFFORD Lucia,Female,Canada,CAN,Athletics,../../../en/results/athletics/athlete-profile-n1432654-stafford-lucia.htm,14
STAHL Daniel,Male,Sweden,SWE,Athletics,../../../en/results/athletics/athlete-profile-n1449190-stahl-daniel.htm,12
STAHL Mitchell,Male,United States of America,USA,Volleyball,../../../en/results/volleyball/athlete-profile-n1298755-stahl-mitchell.htm,14
STAIB Constantin,Male,Germany,GER,Hockey,../../../en/results/hockey/athlete-profile-n1319502-staib-constantin.htm,16
STAIRMAND Billy,Male,New Zealand,NZL,Surfing,../../../en/results/surfing/athlete-profile-n1464824-stairmand-billy.htm,15
STALHEIM Jesper,Male,Sweden,SWE,Sailing,../../../en/results/sailing/athlete-profile-n1337794-stalheim-jesper.htm,15
STAM Katja,Female,Netherlands,NED,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1466997-stam-katja.htm,10
STAM Lauren Lara Jeanette,Female,Netherlands,NED,Hockey,../../../en/results/hockey/athlete-profile-n1467288-stam-lauren-lara-jeanette.htm,25
STAMBAUGH Victoria,Female,Puerto Rico,PUR,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1298585-stambaugh-victoria.htm,18
STAMENIC Marko,Male,New Zealand,NZL,Football,../../../en/results/football/athlete-profile-n1475747-stamenic-marko.htm,14
STAMENOVA Staniliya,Female,Bulgaria,BUL,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1312124-stamenova-staniliya.htm,19
STANCIL Felicia,Female,United States of America,USA,Cycling BMX Racing,../../../en/results/cycling-bmx-racing/athlete-profile-n1342548-stancil-felicia.htm,15
STANCIU Daniela,Female,Romania,ROU,Athletics,../../../en/results/athletics/athlete-profile-n1298854-stanciu-daniela.htm,15
STANCO Silvana,Female,Italy,ITA,Shooting,../../../en/results/shooting/athlete-profile-n1351200-stanco-silvana.htm,14
STANEK Tomas,Male,Czech Republic,CZE,Athletics,../../../en/results/athletics/athlete-profile-n1408161-stanek-tomas.htm,12
STANGAR Marusa,Female,Slovenia,SLO,Judo,../../../en/results/judo/athlete-profile-n1429510-stangar-marusa.htm,14
STANGER George,Male,New Zealand,NZL,Football,../../../en/results/football/athlete-profile-n1475748-stanger-george.htm,14
STANISCLAUS Ayla,Female,Trinidad and Tobago,TTO,Athletics,../../../en/results/athletics/athlete-profile-n1897477-stanisclaus-ayla.htm,16
STANISZEWSKI Daniel,Male,Poland,POL,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1319655-staniszewski-daniel.htm,19
STANKIEWICZ Aneta,Female,Poland,POL,Shooting,../../../en/results/shooting/athlete-profile-n1318707-stankiewicz-aneta.htm,17
STANKIEWICZ Theodore,Male,Mexico,MEX,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1460741-stankiewicz-theodore.htm,20
STANKOVIC Dragana,Female,Serbia,SRB,Basketball,../../../en/results/basketball/athlete-profile-n1344260-stankovic-dragana.htm,17
STANLEY Matie,Female,Tuvalu,TUV,Athletics,../../../en/results/athletics/athlete-profile-n1851656-stanley-matie.htm,13
STANO Massimo,Male,Italy,ITA,Athletics,../../../en/results/athletics/athlete-profile-n1299102-stano-massimo.htm,13
STANWAY Georgia,Female,Great Britain,GBR,Football,../../../en/results/football/athlete-profile-n1464763-stanway-georgia.htm,15
STAPENHORST Charlotte,Female,Germany,GER,Hockey,../../../en/results/hockey/athlete-profile-n1319532-stapenhorst-charlotte.htm,21
STARC Brandon,Male,Australia,AUS,Athletics,../../../en/results/athletics/athlete-profile-n1553475-starc-brandon.htm,13
STARCEVIC Bozo,Male,Croatia,CRO,Wrestling,../../../en/results/wrestling/athlete-profile-n1438383-starcevic-bozo.htm,14
STARIKOVA Olena,Female,Ukraine,UKR,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1436010-starikova-olena.htm,15
STARLING Bubba,Male,United States of America,USA,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1889001-starling-bubba.htm,14
STARTSEVA Evgeniya,Female,ROC,ROC,Volleyball,../../../en/results/volleyball/athlete-profile-n1435853-startseva-evgeniya.htm,18
STASIAK Sebastian,Male,Poland,POL,Modern Pentathlon,../../../en/results/modern-pentathlon/athlete-profile-n1313030-stasiak-sebastian.htm,17
STATEFF Delian,Male,Italy,ITA,Triathlon,../../../en/results/triathlon/athlete-profile-n1400216-stateff-delian.htm,14
STECCHI Claudio Michel,Male,Italy,ITA,Athletics,../../../en/results/athletics/athlete-profile-n1297280-stecchi-claudio-michel.htm,22
STEEN Jordan,Male,Canada,CAN,Wrestling,../../../en/results/wrestling/athlete-profile-n1457835-steen-jordan.htm,12
STEENBERGEN Marrit,Female,Netherlands,NED,Swimming,../../../en/results/swimming/athlete-profile-n1467447-steenbergen-marrit.htm,18
STEENHUIS Guusje,Female,Netherlands,NED,Judo,../../../en/results/judo/athlete-profile-n1457620-steenhuis-guusje.htm,16
STEFAN Florin,Male,Romania,ROU,Football,../../../en/results/football/athlete-profile-n1312336-stefan-florin.htm,13
STEFANI Luisa,Female,Brazil,BRA,Tennis,../../../en/results/tennis/athlete-profile-n1351829-stefani-luisa.htm,13
STEFANIDI Katerina,Female,Greece,GRE,Athletics,../../../en/results/athletics/athlete-profile-n1450025-stefanidi-katerina.htm,18
STEFANOVIC Milutin,Male,Serbia,SRB,Shooting,../../../en/results/shooting/athlete-profile-n1344938-stefanovic-milutin.htm,18
STEFANOVIC Strahinja,Male,Serbia,SRB,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1344762-stefanovic-strahinja.htm,20
STEFANOWICZ JR John Walter,Male,United States of America,USA,Wrestling,../../../en/results/wrestling/athlete-profile-n1347885-stefanowicz-jr-john-walter.htm,26
STEFFEN Benjamin,Male,Switzerland,SUI,Fencing,../../../en/results/fencing/athlete-profile-n1466381-steffen-benjamin.htm,16
STEFFENS Margaret,Female,United States of America,USA,Water Polo,../../../en/results/water-polo/athlete-profile-n1320556-steffens-margaret.htm,17
STEINACKER Marike,Female,Germany,GER,Athletics,../../../en/results/athletics/athlete-profile-n1347299-steinacker-marike.htm,17
STEINER Sylvia,Female,Austria,AUT,Shooting,../../../en/results/shooting/athlete-profile-n1334570-steiner-sylvia.htm,14
STEINGRUBER Giulia,Female,Switzerland,SUI,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1466382-steingruber-giulia.htm,18
STEINHAUSER Verena,Female,Italy,ITA,Triathlon,../../../en/results/triathlon/athlete-profile-n1400212-steinhauser-verena.htm,18
STEINRUCK Katharina,Female,Germany,GER,Athletics,../../../en/results/athletics/athlete-profile-n1347254-steinruck-katharina.htm,19
STENBERG Anita Yvonne,Female,Norway,NOR,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1346308-stenberg-anita-yvonne.htm,21
STENE Jenny,Female,Norway,NOR,Shooting,../../../en/results/shooting/athlete-profile-n1343589-stene-jenny.htm,11
STENSILS Linnea,Female,Sweden,SWE,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1374631-stensils-linnea.htm,15
STENSNESS Gianni,Male,New Zealand,NZL,Football,../../../en/results/football/athlete-profile-n1475750-stensness-gianni.htm,16
STEPANOVA Kira,Female,ROC,ROC,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1428032-stepanova-kira.htm,14
STEPANOVA Vasilisa,Female,ROC,ROC,Rowing,../../../en/results/rowing/athlete-profile-n1435265-stepanova-vasilisa.htm,18
STEPHAN Lucy,,Australia,AUS,,../../../en/results/rowing/athlete-profile-n1348978-stephan-lucy.htm,12
STEPHENS Jagger,Male,Guam,GUM,Swimming,../../../en/results/swimming/athlete-profile-n1304075-stephens-jagger.htm,15
STEPHENS Laura,Female,Great Britain,GBR,Swimming,../../../en/results/swimming/athlete-profile-n1444194-stephens-laura.htm,14
STEPTO Tarni,Female,Australia,AUS,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1484424-stepto-tarni.htm,12
STERCKX Nina,Female,Belgium,BEL,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1393285-sterckx-nina.htm,12
STERKENBURG Erin,Female,South Africa,RSA,Sport Climbing,../../../en/results/sport-climbing/athlete-profile-n1334074-sterkenburg-erin.htm,16
STERPU Victor,Male,Republic of Moldova,MDA,Judo,../../../en/results/judo/athlete-profile-n1381535-sterpu-victor.htm,13
STEVAUX CARNAVAL Priscilla Andreia,Female,Brazil,BRA,Cycling BMX Racing,../../../en/results/cycling-bmx-racing/athlete-profile-n1323669-stevaux-carnaval-priscilla-andreia.htm,34
STEVENS Dani,Female,Australia,AUS,Athletics,../../../en/results/athletics/athlete-profile-n1481451-stevens-dani.htm,12
STEVENS Robyn,Female,United States of America,USA,Athletics,../../../en/results/athletics/athlete-profile-n1458855-stevens-robyn.htm,13
STEVENSON Ben,Male,United States of America,USA,Water Polo,../../../en/results/water-polo/athlete-profile-n1320517-stevenson-ben.htm,13
STEVESON Gable Dan,Male,United States of America,USA,Wrestling,../../../en/results/wrestling/athlete-profile-n1347853-steveson-gable-dan.htm,18
STEWART Ava,Female,Canada,CAN,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1469149-stewart-ava.htm,11
STEWART Breanna,Female,United States of America,USA,Basketball,../../../en/results/basketball/athlete-profile-n1312764-stewart-breanna.htm,15
STEWART Campbell,Male,New Zealand,NZL,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1470186-stewart-campbell.htm,16
STEWART Donn,Male,South Africa,RSA,Water Polo,../../../en/results/water-polo/athlete-profile-n1398628-stewart-donn.htm,12
STEWART Grace,Female,Australia,AUS,Hockey,../../../en/results/hockey/athlete-profile-n1483141-stewart-grace.htm,13
STEWART Kelsey,Female,United States of America,USA,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310122-stewart-kelsey.htm,14
STEWART Murray,Male,Australia,AUS,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1342437-stewart-murray.htm,14
STEWART Reba,Female,Australia,AUS,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1483932-stewart-reba.htm,12
STEWART Trevor,Male,United States of America,USA,Athletics,../../../en/results/athletics/athlete-profile-n1459077-stewart-trevor.htm,14
STEYN Gerda,Female,South Africa,RSA,Athletics,../../../en/results/athletics/athlete-profile-n1301645-steyn-gerda.htm,11
STIGGER Laura,Female,Austria,AUT,Cycling Mountain Bike,../../../en/results/cycling-mountain-bike/athlete-profile-n1334461-stigger-laura.htm,13
STINSON Jada Shanice,Female,Puerto Rico,PUR,Basketball,../../../en/results/basketball/athlete-profile-n1421937-stinson-jada-shanice.htm,20
STIPANOVIC Tonci,Male,Croatia,CRO,Sailing,../../../en/results/sailing/athlete-profile-n1337505-stipanovic-tonci.htm,16
STJEPANOVIC Velimir,Male,Serbia,SRB,Swimming,../../../en/results/swimming/athlete-profile-n1344145-stjepanovic-velimir.htm,19
STOENESCU Ancuta,Female,Romania,ROU,3x3 Basketball,../../../en/results/3x3-basketball/athlete-profile-n1301238-stoenescu-ancuta.htm,16
STOEPHASIUS Lilly,Female,Germany,GER,Skateboarding,../../../en/results/skateboarding/athlete-profile-n1313906-stoephasius-lilly.htm,17
STOEVA Gabriela,Female,Bulgaria,BUL,Badminton,../../../en/results/badminton/athlete-profile-n1406621-stoeva-gabriela.htm,15
STOEVA Stefani,Female,Bulgaria,BUL,Badminton,../../../en/results/badminton/athlete-profile-n1406618-stoeva-stefani.htm,14
STOJ Bartlomiej,Male,Poland,POL,Athletics,../../../en/results/athletics/athlete-profile-n1382460-stoj-bartlomiej.htm,15
STOJANOVIC Nina,Female,Serbia,SRB,Tennis,../../../en/results/tennis/athlete-profile-n1342046-stojanovic-nina.htm,15
STOJOSKI Jovan,Male,North Macedonia,MKD,Athletics,../../../en/results/athletics/athlete-profile-n1428640-stojoski-jovan.htm,14
STOKES Demi,Female,Great Britain,GBR,Football,../../../en/results/football/athlete-profile-n1464764-stokes-demi.htm,11
STOKOWSKI Kacper,Male,Poland,POL,Swimming,../../../en/results/swimming/athlete-profile-n1322160-stokowski-kacper.htm,16
STOLL Theresa,Female,Germany,GER,Judo,../../../en/results/judo/athlete-profile-n1326842-stoll-theresa.htm,13
STOMPHORST Nomi,Female,Netherlands,NED,Water Polo,../../../en/results/water-polo/athlete-profile-n1467448-stomphorst-nomi.htm,15
STONE Anne-Elizabeth,Female,United States of America,USA,Fencing,../../../en/results/fencing/athlete-profile-n1310007-stone-anne-elizabeth.htm,20
STONE Gavin,Male,Canada,CAN,Rowing,../../../en/results/rowing/athlete-profile-n1433285-stone-gavin.htm,11
STONE Genevra,Female,United States of America,USA,Rowing,../../../en/results/rowing/athlete-profile-n1348175-stone-genevra.htm,13
STONE Ross,Male,South Africa,RSA,Water Polo,../../../en/results/water-polo/athlete-profile-n1871638-stone-ross.htm,10
STORNES Casper,Male,Norway,NOR,Triathlon,../../../en/results/triathlon/athlete-profile-n1343605-stornes-casper.htm,14
STOSUR Samantha,Female,Australia,AUS,Tennis,../../../en/results/tennis/athlete-profile-n1483870-stosur-samantha.htm,15
STOYANOVSKIY Oleg,Male,ROC,ROC,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1428872-stoyanovskiy-oleg.htm,17
STRACHAN Anthonique,Female,Bahamas,BAH,Athletics,../../../en/results/athletics/athlete-profile-n1296128-strachan-anthonique.htm,19
STRAHL Martina,Female,Switzerland,SUI,Athletics,../../../en/results/athletics/athlete-profile-n1466385-strahl-martina.htm,14
STRAKA Sepp,Male,Austria,AUT,Golf,../../../en/results/golf/athlete-profile-n1333768-straka-sepp.htm,11
STRANDLI Are Weierholt,Male,Norway,NOR,Rowing,../../../en/results/rowing/athlete-profile-n1346297-strandli-are-weierholt.htm,22
STRANSKY Mara,Female,Australia,AUS,Sailing,../../../en/results/sailing/athlete-profile-n1484035-stransky-mara.htm,13
STRATTON Brooke,Female,Australia,AUS,Athletics,../../../en/results/athletics/athlete-profile-n1553477-stratton-brooke.htm,15
STRAUCH Jenna,Female,Australia,AUS,Swimming,../../../en/results/swimming/athlete-profile-n1482876-strauch-jenna.htm,13
STREBKOVA Nataliya,Female,Ukraine,UKR,Athletics,../../../en/results/athletics/athlete-profile-n1444833-strebkova-nataliya.htm,18
STREETS Kaito,Male,Japan,JPN,Fencing,../../../en/results/fencing/athlete-profile-n1315124-streets-kaito.htm,13
STREMPFL Martin,Male,Austria,AUT,Shooting,../../../en/results/shooting/athlete-profile-n1334571-strempfl-martin.htm,15
STRENIUS Patricia Caroline,Female,Sweden,SWE,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1402121-strenius-patricia-caroline.htm,26
STROMBERG Carin,Female,Sweden,SWE,Handball,../../../en/results/handball/athlete-profile-n1422003-stromberg-carin.htm,15
STRONG Corbin,Male,New Zealand,NZL,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1470187-strong-corbin.htm,13
STRUFF Jan-Lennard,Male,Germany,GER,Tennis,../../../en/results/tennis/athlete-profile-n1320003-struff-jan-lennard.htm,18
STRUGNELL Laura,Female,South Africa,RSA,Artistic Swimming,../../../en/results/artistic-swimming/athlete-profile-n1403403-strugnell-laura.htm,15
STUBBLETY-COOK Izaac,Male,Australia,AUS,Swimming,../../../en/results/swimming/athlete-profile-n1482875-stubblety-cook-izaac.htm,20
STUDER Max,Male,Switzerland,SUI,Triathlon,../../../en/results/triathlon/athlete-profile-n1466388-studer-max.htm,10
STUHLEMMER Alica,Female,Germany,GER,Sailing,../../../en/results/sailing/athlete-profile-n1306512-stuhlemmer-alica.htm,16
STUMP Nils,Male,Switzerland,SUI,Judo,../../../en/results/judo/athlete-profile-n1466389-stump-nils.htm,10
STUNES ISENE Ola,Male,Norway,NOR,Athletics,../../../en/results/athletics/athlete-profile-n1343578-stunes-isene-ola.htm,16
STUPIN Maxim,Male,ROC,ROC,Swimming,../../../en/results/swimming/athlete-profile-n1431540-stupin-maxim.htm,12
STYBAR Zdenek,Male,Czech Republic,CZE,Cycling Road,../../../en/results/cycling-road/athlete-profile-n1463996-stybar-zdenek.htm,13
SU Bingtian,Male,People's Republic of China,CHN,Athletics,../../../en/results/athletics/athlete-profile-n1305807-su-bingtian.htm,11
SU Po-Ya,Female,Chinese Taipei,TPE,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1324319-su-po-ya.htm,8
SU Xinyue,Female,People's Republic of China,CHN,Athletics,../../../en/results/athletics/athlete-profile-n1304519-su-xinyue.htm,9
SUAREZ Gabriela Anahi,Female,Ecuador,ECU,Athletics,../../../en/results/athletics/athlete-profile-n1458043-suarez-gabriela-anahi.htm,21
SUAREZ Jeison Alexander,Male,Colombia,COL,Athletics,../../../en/results/athletics/athlete-profile-n1410977-suarez-jeison-alexander.htm,23
